Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,
Esfahan Steel Company,Agile SCM,500,5.2,15,95,93,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,81,8,12,Medium,88,85,"$40,869,793 ",
Wuhan Iron & Steel Group Corporation,Demand-Driven SCM,200,4.2,12,89,85,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,82,10,10,Medium,85,80,"$23,020,886 ",
Essar Group,Lean Manufacturing,300,4.2,8,94,92,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,81,12,7,High,90,85,"$32,797,856 ",
Jindal Stainless,Agile SCM,100,5.8,11,90,89,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$57,805,564 ",
Gerdau S.A.,Vendor Managed Inventory,250,4,9,93,89,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,85,10,7,High,90,85,"$73,658,411 ",
Companhia Siderúrgica do Pecém (CSP),Vendor Managed Inventory,"20,000",10,5,93,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,85,11,5,High,90,85,"$108,631,098 ",
Guangxi Liuzhou Iron and Steel Group,Agile SCM,150,4,10,92,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$29,469,069 ",
Zenith Iron & Steel Group,Agile SCM,"1,300,000",6,10,92,88,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,"$36,635,194 ",
Hebei Iron & Steel Group,Sustainable SCM,200,5.2,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,80,12,7,High,90,85,"$63,362,117 ",
TimkenSteel Corporation,Vendor Managed Inventory,200,6,20,89,88,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,80,9,12,Medium,85,80,"$84,607,828 ",
Long Products Canada,Just-In-Time,500,50,7,98,90,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$90,197,407 ",
Qingdao Iron and Steel Group,Vendor Managed Inventory,150,6.2,18,87,91,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$37,856,187 ",
Jiangyin Xingcheng Special Steel,Lean Manufacturing,250,4.2,9,93,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,82,11,8,High,91,85,"$106,726,200 ",
Ternium,Lean Manufacturing,300,10,15,91,89,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,81,10,10,Medium,85,80,"$101,370,986 ",
"Shanxi Taigang Stainless Steel Co., Ltd.",Lean Manufacturing,"100,000",5.2,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$62,250,666 ",
Walsin Lihwa Corporation,Vendor Managed Inventory,200,3.5,10,90,88,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,85,11,8,High,87,85,"$49,895,283 ",
"TISCO (Taiyuan Iron and Steel Co., Ltd.)",Agile SCM,"10,000",8.2,12,88,89,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,85,8,15,Medium,80,78,"$95,856,758 ",
"Anyang Iron & Steel Group Co., Ltd.",Vendor Managed Inventory,"1,000,000",5.2,12,89,92,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$80,705,120 ",
"Lingyuan Iron and Steel Co., Ltd.",Agile SCM,200,7,12,90,88,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,85,9,8,High,88,85,"$67,157,849 ",
"Gansu Jiu Steel Group Hongxing Iron & Steel Co., Ltd.",Agile SCM,300,5.5,14,90,89,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,80,9,12,Medium,85,85,"$14,881,729 ",
"Shandong Iron and Steel Group Co., Ltd.",Lean Manufacturing,150,6,10,92,92,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,80,11,8,High,88,85,"$38,727,469 ",
"Inner Mongolia Baotou Steel Union Co., Ltd.",Lean Manufacturing,100,6,10,94,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,"$2,382,358 ",
Hebei Jingye Group,Agile SCM,100,10,14,88,85,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,85,10,10,Medium,85,80,"$13,479,855 ",
Xinxing Ductile Iron Pipes,Lean Manufacturing,300,8.3,8,94,88,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,82,10,5,High,90,85,"$79,688,896 ",
Shagang Group,Vendor Managed Inventory,400,6,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,81,11,10,High,88,85,"$13,470,138 ",
HBIS Handan Iron & Steel Group,Lean Manufacturing,400,5,10,90,90,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,"$98,750,924 ",
"Beitai Iron & Steel Group Co., Ltd.",Demand-Driven SCM,300,7.5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,85,10,8,High,88,85,"$101,065,987 ",
Xiwang Special Steel,Lean Manufacturing,150,6,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$94,766,207 ",
Benxi Iron and Steel Group,Sustainable SCM,500,6,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$52,453,339 ",
Zenith Iron & Steel Group,Lean Manufacturing,1200,4,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$16,953,832 ",
Hangzhou Iron and Steel Group Company,Vendor Managed Inventory,359,4.2,2,98,85,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",80,20,5,High,90,85,"$83,845,478 ",
Gerdau Long Steel North America,Lean Manufacturing,459,4.5,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85,"$91,355,425 ",
"Steel Dynamics, Inc.",Vendor Managed Inventory,876,5,18,87,94,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$62,754,885 ",
NLMK Indiana,Agile SCM,655,4.5,12,89,91,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$87,655,396 ",
AK Steel,Lean Manufacturing,4444,4,18,88,89,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,82,10,12,Medium,85,80,"$10,274,622 ",
Commercial Metals Company,Agile SCM,433,5,11,91,87,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,81,11,10,High,88,85,"$19,433,355 ",
Sidenor,Sustainable SCM,12000,5.8,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$60,221,199 ",
Ovako,Lean Manufacturing,300,5.5,10,90,89,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,"$77,273,676 ",
ArcelorMittal Dofasco,Agile SCM,200,10.5,10,92,88,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,"$92,924,888 ",
Nippon Steel Corporation,Lean Manufacturing,"20,000",5.8,10,92,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$26,191,540 ",
Hyundai Steel Company,Vendor Managed Inventory,500,7,20,88,89,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,"$23,151,418 ",
POSCO (Pohang Iron and Steel Company),Agile SCM,100,5.2,18,90,88,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,80,11,10,Medium,85,85,"$81,752,860 ",
Jiangsu Yonggang Group,Sustainable SCM,200,6,7,98,90,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,80,12,3,High,95,90,"$108,068,149 ",
"JFE Holdings, Inc.",Vendor Managed Inventory,"20,000",7.2,10,93,93,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$51,628,165 ",
"Nanjing Iron & Steel United Co., Ltd.",Just-In-Time,400,6,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$1,286,644 ",
"Guangdong Shaogang Songshan Co., Ltd.",Lean Manufacturing,"1,500",5.5,22,89,90,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,82,9,15,Medium,85,80,"$78,815,703 ",
China Steel Corporation,Agile SCM,200,7,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,81,12,7,High,90,85,"$57,351,080 ",
Tata Steel BSL,Demand-Driven SCM,500,4.5,15,91,85,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,82,10,10,Medium,85,80,"$16,887,295 ",
HBIS Group Tangshan Iron and Steel Company,Agile SCM,300,10,11,90,94,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,81,9,10,High,87,80,"$33,266,320 ",
Chongqing Iron & Steel Company,Agile SCM,500,5,20,88,91,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,"$75,524,263 ",
Taiyuan Iron & Steel (Group) Co. Ltd.,Agile SCM,250,6,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$109,180,296 ",
Benxi Beiying Iron & Steel (Group) Co. Ltd.,Cross-Docking,300,5,12,89,93,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$12,831,596 ",
Ansteel Group Corporation,Agile SCM,250,4.2,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$45,388,539 ",
Maanshan Iron & Steel Company Limited,Lean Manufacturing,"10,000",6.5,7,98,93,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$44,653,149 ",
Tianjin Iron and Steel Group,Just-In-Time,100,7.5,18,88,92,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,80,10,12,Medium,85,80,"$56,882,283 ",
Sanming Iron & Steel,Agile SCM,"75,000",5.8,12,91,89,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,80,11,10,High,88,85,"$26,735,831 ",
"Xining Special Steel Co., Ltd.",Demand-Driven SCM,"70,000",5,11,90,91,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$97,278,999 ",
Angang Steel Company Limited,Vendor Managed Inventory,100,5.5,14,90,90,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,85,10,10,Medium,85,80,"$20,281,690 ",
"Baosteel Resources Co., Ltd.",Vendor Managed Inventory,200,6.5,7,99,90,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,82,15,3,High,95,90,"$44,362,903 ",
Ruukki,Vendor Managed Inventory,500,6,10,93,92,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,81,10,8,High,90,85,"$48,458,274 ",
"Baoji Titanium Industry Co., Ltd.",Lean Manufacturing,300,5,12,91,94,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$13,217,649 ",
"Shandong Iron & Steel Xinheng Special Steel Co., Ltd.",Lean Manufacturing,300,5.8,7,98,90,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$9,405,635 ",
Ezz Steel,Lean Manufacturing,500,4,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$54,434,671 ",
G Steel Public Company Limited,Lean Manufacturing,400,4.5,9,92,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,85,12,8,High,88,85,"$12,195,227 ",
PT Krakatau Steel,Agile SCM,150,5.5,2,98,91,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,"$41,311,635 ",
Union Iron & Steel Company LLC,Lean Manufacturing,100,5.8,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,80,10,12,Medium,85,85,"$30,349,565 ",
Kuwait Steel,Agile SCM,200,5.2,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,80,12,7,High,90,85,"$996,162 ",
Qasco (Qatar Steel),Lean Manufacturing,150,4.2,10,92,90,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,"$36,396,425 ",
Emirates Steel Industries (ESI),Cross-Docking,"20,000",8.2,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$92,992,905 ",
Al Ghurair Iron & Steel LLC,Agile SCM,100,4.2,9,93,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,82,11,8,High,91,85,"$8,234,680 ",
Dragon Steel Corporation,Lean Manufacturing,"1,300,000",5,7,98,87,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,81,12,3,High,95,90,"$95,481,109 ",
NatSteel Holdings Pte Ltd,Agile SCM,200,5.8,2,98,88,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,85,12,5,High,90,85,"$92,649,394 ",
"Acerinox, S.A.",Sustainable SCM,300,4,10,92,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$99,294,097 ",
Aperam South America,Agile SCM,100,4,15,91,85,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$37,327,244 ",
Laminados Industriales S.A.,Lean Manufacturing,400,6,3,97,92,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",85,18,5,High,90,88,"$105,035,390 ",
Tenaris,Agile SCM,150,4.5,12,91,88,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,"$71,572,283 ",
Sidenor Aceros Especiales,Demand-Driven SCM,150,6.5,10,94,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,80,12,7,High,90,85,"$108,936,138 ",
Sandvik Materials Technology,Agile SCM,100,6,11,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,80,11,10,High,88,85,"$93,410,763 ",
Carpenter Technology Corporation,Lean Manufacturing,300,4.2,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$72,586,912 ",
"Universal Stainless & Alloy Products, Inc.",Agile SCM,150,4.5,10,90,88,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,"$93,691,766 ",
Thyssenkrupp VDM GmbH,Lean Manufacturing,500,10,22,89,91,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,82,9,15,Medium,85,80,"$76,893,498 ",
Thyssenkrupp Stainless USA,Agile SCM,400,6.2,18,90,88,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,81,11,10,Medium,85,85,"$54,710,376 ",
North American Stainless (NAS),Lean Manufacturing,300,4.2,18,88,91,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,"$50,018,038 ",
Outokumpu Stainless,Vendor Managed Inventory,300,5,18,87,89,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$69,537,253 ",
Allegheny Technologies Incorporated,Efficient Consumer Response,100,6,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$4,578,239 ",
Jindal Stainless Limited,Sustainable SCM,300,5,14,90,90,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85,"$64,525,469 ",
Mexinox,Lean Manufacturing,300,5.2,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,"$72,429,250 ",
Columbus Stainless,Agile SCM,"10,000",4.2,15,91,87,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,80,10,12,Medium,85,85,"$20,193,881 ",
Ambica Steels Limited,Lean Manufacturing,"20,000",4.2,4,95,93,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,80,12,5,High,90,85,"$99,157,605 ",
Sandvik AB,Agile SCM,500,5.8,15,95,85,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,85,8,12,Medium,88,85,"$36,102,854 ",
"Daido Steel Co., Ltd.",Demand-Driven SCM,200,4,12,89,92,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$48,715,251 ",
Aichi Steel Corporation,Lean Manufacturing,100,10,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,82,12,7,High,90,85,"$65,285,251 ",
"Sanyo Special Steel Co., Ltd.",Agile SCM,150,4,11,90,89,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,81,9,10,High,87,80,"$5,674,720 ",
"Nippon Yakin Kogyo Co., Ltd.",Vendor Managed Inventory,250,6,9,93,85,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,85,10,7,High,90,85,"$2,373,140 ",
"Sumitomo Electric Industries, Ltd.",Vendor Managed Inventory,400,5.2,5,93,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,85,11,5,High,90,85,"$23,027,076 ",
"Mitsubishi Steel Mfg. Co., Ltd.",Agile SCM,200,6,10,92,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$22,064,335 ",
"Hitachi Metals, Ltd.",Agile SCM,"20,000",50,10,92,89,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,"$77,982,668 ",
"Nippon Koshuha Steel Co., Ltd.",Sustainable SCM,500,6.2,8,94,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,"$92,792,002 ",
"The Japan Steel Works, Ltd.",Vendor Managed Inventory,200,4.2,20,89,90,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,80,9,12,Medium,85,80,"$22,335,236 ",
"Tokyo Steel Manufacturing Co., Ltd.",Just-In-Time,300,10,7,98,91,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,80,12,3,High,95,90,"$92,525,564 ",
"Kobe Steel, Ltd.",Vendor Managed Inventory,100,5.2,18,87,87,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$57,338,103 ",
JFE Steel Corporation,Lean Manufacturing,250,3.5,9,93,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$62,194,932 ",
"Nisshin Steel Co., Ltd.",Lean Manufacturing,"20,000",8.2,15,91,90,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,82,10,10,Medium,85,80,"$11,471,762 ",
NSSMC,Lean Manufacturing,150,5.2,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85,"$100,846,359 ",
Vallourec & Mannesmann Tubes,Vendor Managed Inventory,"1,300,000",7,10,90,89,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,85,11,8,High,87,85,"$16,816,570 ",
Tubacex,Agile SCM,200,5.5,12,88,92,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,85,8,15,Medium,80,78,"$25,856,920 ",
,,,,,,,,,,,,,,,,,,,,,,,"$42,165,907 ",
